model_family,method_name,input_scope,repetition,matched_case_id,detection_match,representative_finding_uid,duplicate_count,fp_count,example_summaries
claude_sonnet_4-6,ours_chain_context,h21_dma_pkt_scope,1,,FP,ours_chain_context:claude_sonnet_4-6:h21_dma_pkt_scope:rep_1:F-001,0,37,"The acc_ctrl_o output of acct_wrapper is computed by OR-ing acct_mem entries with {8{we_flag}}, unconditionally forcing the lower 8 bits of the first access-control word to all-ones whenever we_flag is asserted, regardless of any reglk_ctrl lock or privilege check. This means any entity that can assert we_flag can grant itself (and all downstream consumers of acc_ctrl_o/acc_ctrl_c) maximum access permissions for peripheral 0, bypassing the register-lock protection that governs all other writes.
---
The acct_wrapper reset condition initializes acct_mem to all-ones (0xFFFFFFFF), which is the permissive/allow-all state, meaning a reset event grants full access to all peripherals rather than a deny-all default.
---
AXI protection field (aw.prot and ar.prot) is hardwired to zero when driving the ACCT (Access Control) wrapper, stripping all AXI privilege/security/instruction-type information from every transaction reaching the access-control peripheral.
---
In reglk_wrapper, address case 2 of the write path incorrectly reads reglk_mem[3] (instead of reglk_mem[2]) as the retained value when the lock bit is set, corrupting reglk_mem[2] with the wrong register content and preventing proper lock enforcement.
---
The acct_wrapper reset condition uses a logical OR of rst_ni negation and rst_6, meaning that asserting rst_6 alone (without deasserting rst_ni) resets all acct_mem entries to 0xFFFFFFFF (all-ones), which sets all access control permissions to fully open. This is an unsafe reset behavior: a secondary reset signal can force all access-control memory to the maximally permissive state."
claude_sonnet_4-6,ours_chain_context,h21_dma_pkt_scope,1,H21-031,Duplicate,ours_chain_context:claude_sonnet_4-6:h21_dma_pkt_scope:rep_1:F-010,4,0,"The DMA wrapper's core_lock_reg and all other DMA configuration registers are written unconditionally based on address decode without checking the reglk_ctrl (register lock) bits, unlike the acct_wrapper which checks reglk_ctrl bits before allowing writes. Additionally, the core_lock_reg reset value is 0 (unlocked) and can be cleared by writing 0, and DMA register reads are not gated by any privilege or lock check beyond the acct_ctrl_i enable signal.
---
reglk_wrapper resets all lock registers to 0 (unlocked) on jtag_unlock assertion, allowing JTAG to bypass all register lock protections for PKT, ACCT, and DMA peripherals
---
The reglk_wrapper reset condition includes jtag_unlock, allowing JTAG to clear all register-lock bits (reglk_mem) to zero, effectively removing all peripheral access protections at runtime. Additionally, the DMA wrapper write path lacks any reglk_ctrl guard, unlike other peripherals.
---
The reglk_wrapper (register-lock controller) accepts a jtag_unlock input with no evidence of authentication or privilege gating, allowing JTAG to bypass register-lock protections that guard security-sensitive peripherals (PKT, ACCT, DMA, REGLK itself)."
claude_sonnet_4-6,ours_chain_context,h21_dma_pkt_scope,1,H21-031,TP,ours_chain_context:claude_sonnet_4-6:h21_dma_pkt_scope:rep_1:F-004,0,0,"The DMA wrapper (dma_wrapper) register file lacks any reglk_ctrl-based write protection on its registers, allowing unprivileged writes to DMA control registers (start, length, source/destination addresses, etc.) even when register lock bits should be enforced."
claude_sonnet_4-6,ours_chain_context,h21_dma_pkt_scope,1,H21-059,TP,ours_chain_context:claude_sonnet_4-6:h21_dma_pkt_scope:rep_1:F-031,0,0,"The pkt_wrapper exposes fuse_addr and fuse_req registers without reglk_ctrl protection on writes, and allows sensitive fuse readback (fuse_rdata_i) at address case 4 only gated by reglk_ctrl_i[6], while fuse_addr_o and fuse_req_o are readable at addresses 0 and 1 with no lock check at all."
claude_sonnet_4-6,ours_chain_context,h21_dma_pmp_expansion_scope,1,,FP,ours_chain_context:claude_sonnet_4-6:h21_dma_pmp_expansion_scope:rep_1:F-002,0,23,"The DMA wrapper's AXI read path returns the value of core_lock_reg (a security-sensitive lock register) unconditionally to any AXI reader, with no privilege or lock-enforcement guard on the read side.
---
The DMA control enable signal (dma_ctrl_en) and associated DMA state registers lack protection against unauthorized writes: the dma_wrapper passes register inputs directly to the dma module without enforcing the core_lock_reg or acct_ctrl_i access-control signals as guards on write operations to DMA configuration registers, allowing unprivileged software to reprogram DMA source/destination addresses and trigger transfers that bypass PMP enforcement.
---
DMA PMP permission check contains a hardcoded bypass condition: when `we_flag` is set and `length_d == 3`, PMP access is unconditionally allowed regardless of actual PMP check results, enabling a privileged software attacker to bypass memory protection on DMA load operations.
---
DMA PMP permission bypass via we_flag: the pmp_allow_new computation in CTRL_CHECK_LOAD unconditionally grants permission when we_flag is set and length_d==3, bypassing PMP access checks entirely
---
The DMA PMP permission check contains a bypass condition that allows DMA transfers to proceed without PMP authorization when we_flag is set and length_d equals 3, unconditionally granting pmp_allow regardless of actual PMP policy."
claude_sonnet_4-6,ours_chain_context,h21_dma_pmp_expansion_scope,1,H21-064,Duplicate,ours_chain_context:claude_sonnet_4-6:h21_dma_pmp_expansion_scope:rep_1:F-010,6,0,"The DMA wrapper uses `acct_ctrl_i` to gate the write-enable `en` signal, but the read path is only gated by `en_acct` (the raw AXI-derived enable), not the permission-checked `en`. This means unprivileged software can still read all DMA configuration registers (start, length, source/destination addresses, core_lock, end, valid) regardless of access-control policy.
---
DMA register file writes use 'en && we' without checking acct_ctrl_i or reglk_ctrl_i, allowing unprivileged or lock-bypassing writes to sensitive DMA control registers including source/destination address, length, and core_lock_reg.
---
DMA register read path exposes all internal DMA registers (start, length, source/destination addresses, done, core_lock, end, valid) through AXI response without any privilege, lock, or access-control guard on the read side.
---
The dma_wrapper module contains a core_lock_reg signal intended to restrict DMA register writes, but the register write logic does not enforce the lock: DMA configuration registers (start, length, source/dest addresses) can be written regardless of the core_lock_reg value. Additionally, the acct_ctrl_i access-control input is received but the snippet evidence shows en_acct is a renamed version of en with no demonstrated conditional gating on acct_ctrl_i for register writes.
---
The DMA wrapper register length_reg (and other DMA configuration registers) can be written without checking the core_lock_reg or reglk_ctrl_i lock signals, allowing unauthorized modification of DMA transfer parameters including length, source and destination addresses."
claude_sonnet_4-6,ours_chain_context,h21_dma_pmp_expansion_scope,1,H21-064,TP,ours_chain_context:claude_sonnet_4-6:h21_dma_pmp_expansion_scope:rep_1:F-001,0,0,"The axi_lite_interface module, instantiated inside dma_wrapper for DMA register access, performs no privilege, lock, or access-control check on incoming AXI requests. The acct_ctrl_i and reglk_ctrl_i inputs received by dma_wrapper are never forwarded into or checked within the axi_lite_interface, meaning any AXI master can read or write DMA configuration registers (source/destination addresses, start, length) without restriction."
claude_sonnet_4-6,ours_chain_context,h21_fuse_rng_rsa_expansion_scope,1,,FP,ours_chain_context:claude_sonnet_4-6:h21_fuse_rng_rsa_expansion_scope:rep_1:F-001,0,54,"The axi_lite_interface module performs no privilege, lock, or accountability check before processing AXI read/write transactions. Access-control inputs (reglk_ctrl_i, acct_ctrl_i, debug_mode_i) are received by the wrapper modules but are not forwarded to or enforced within axi_lite_interface, which blindly accepts and completes any well-formed AXI request, making the register-lock and account-control mechanisms ineffective at the bus interface layer.
---
The axi_lite_interface module directly passes data_i to axi_resp_o.r.data without any register-lock (reglk_ctrl_i) or access-control (acct_ctrl_i) check. Sensitive peripheral data from RSA, RNG, and PKT wrappers flows unconditionally through the AXI read response channel regardless of the lock state set by reglk_ctrl_i.
---
fuse_mem continuously exposes sensitive cryptographic key hashes (jtag_hash_o, ikey_hash_o, okey_hash_o) as combinational outputs with no access control, privilege check, or lock guard. The keys are hardcoded in the RTL and permanently driven onto wires visible to the rest of the SoC.
---
The pkt module exposes peripheral key locations (pkey_loc_o) from a fuse memory table without any authentication, privilege, or lifecycle guard — any requestor that asserts req_i can retrieve any key location by supplying an arbitrary fuse_indx_i.
---
In rng_wrapper, debug_mode_i unconditionally bypasses all register-lock (reglk_ctrl_i) protections on sensitive RNG seed and polynomial registers, allowing reads and writes of cryptographic material regardless of the lock state."
claude_sonnet_4-6,ours_chain_context,h21_fuse_rng_rsa_expansion_scope,1,H21-046,Duplicate,ours_chain_context:claude_sonnet_4-6:h21_fuse_rng_rsa_expansion_scope:rep_1:F-011,6,0,"In pkt_wrapper, fuse memory read data (fuse_rdata_i) is exposed via AXI register reads without a register-lock guard on two code paths, and the default read case exposes fuse content unconditionally when en is asserted. Specifically, address case 4 uses reglk_ctrl_i[6] to gate fuse_rdata_i, but the default case (lines 108-110) assigns rdata = 32'b0 only based on an address range check with no reglk guard, and the fallthrough at line 96 (rdata = fuse_rdata_i before the case statement) exposes fuse data for any enabled access before the case overrides it, meaning some address slots leak raw fuse data. Additionally, the fuse_mem itself has no access control: any requester that drives req_i and addr_i receives the sensitive fuse contents directly with no privilege or lock check.
---
The fuse_mem module exposes sensitive cryptographic key hashes (jtag_hash_o, okey_hash_o, ikey_hash_o) as hardcoded constants directly readable from combinational outputs with no access control, no lock guard, and no privilege check. Additionally, the fuse_mem rdata_o path allows arbitrary AXI-addressable readback of the fuse memory contents driven by pkt_wrapper's fuse_req_o without any reglk_ctrl or acct_ctrl gating on the fuse_mem interface itself.
---
The fuse_mem module, which stores sensitive key material (JTAG hash, ikey_hash, okey_hash), lacks any access-control or register-lock guard on its read interface. The pkt_wrapper receives reglk_ctrl_i and acct_ctrl_i inputs, but the fuse_mem itself is directly readable by anyone who can drive fuse_req and fuse_addr through pkt_wrapper's fuse interface, with no visible enforcement that reglk_ctrl_i actually gates reads from fuse_mem.
---
The fuse memory (fuse_mem) exposes sensitive key material via the AXI-mapped rdata_o output without any register-lock (reglk_ctrl) or access-control (acct_ctrl) guard. The pkt_wrapper read path at address offset 4 (case 4) does gate fuse_rdata_i behind reglk_ctrl_i[6], but address offsets 0 and 1 return fuse_req_o and fuse_addr_o unconditionally, and the default branch also returns fuse data (rdata = fuse_rdata_i) before the case statement overrides it—meaning an attacker who controls the address can read raw fuse memory contents with no privilege check.
---
fuse_mem exposes raw fuse memory contents via rdata_o without any register-lock (reglk_ctrl) guard, allowing software to read sensitive fuse data (keys, hashes) through the AXI-mapped pkt_wrapper interface. Additionally, the default read path in pkt_wrapper returns raw fuse data before address decoding applies the lock check."
claude_sonnet_4-6,ours_chain_context,h21_fuse_rng_rsa_expansion_scope,1,H21-046,TP,ours_chain_context:claude_sonnet_4-6:h21_fuse_rng_rsa_expansion_scope:rep_1:F-004,0,0,"fuse_mem raw read data (rdata_o) and fuse addresses 0 and 1 (fuse_req_o, fuse_addr_o) are returned to AXI bus without any reglk_ctrl gate, while only addresses 2-4 are selectively guarded, allowing unauthorized readback of fuse memory content and control registers."
claude_sonnet_4-6,ours_chain_context,h21_fuse_rng_rsa_expansion_scope,1,H21-069,Duplicate,ours_chain_context:claude_sonnet_4-6:h21_fuse_rng_rsa_expansion_scope:rep_1:F-031,9,0,"The RNG wrapper (rng_wrapper) is instantiated with reglk_ctrl, acct_ctrl, and debug_mode_i ports suggesting access control, but the axi_lite_interface it uses internally has no privilege/lock/debug guard: all AXI read and write transactions are accepted unconditionally by the state machine regardless of those control signals.
---
The RNG seed value (seed_i / seed128) is exposed as a debug output port (seed128_o / seed128_big_o) with no privilege or lock guard on the read path, allowing unprivileged software to recover the LFSR seed and predict all future random numbers.
---
The RNG wrapper's seed register write path and polynomial register write path grant debug mode unconditional write access, bypassing the register-lock (reglk_ctrl_i) protection. Additionally, the seed initialization logic uses hardcoded constant values, making the RNG seed predictable and non-random.
---
The RNG seed counter (seed_ct) and the LFSR seed registers in rng_top reset synchronously only on rst_n (active-low), but the RNG is instantiated with a combined reset expression `rst_ni && ~rst_10`. This means that asserting rst_10 (a per-peripheral software-triggered reset) drives rst_n low, clearing entropy state and reseeding the LFSRs with zero or a software-supplied seed_i with no privilege check at the wrapper level. Additionally, the RNG wrapper exposes internal seed values (seed128_big_o, seed64_big_o, etc.) as outputs in debug mode without a concrete guard shown in the snippets — the comment says 'allow user to modify poly and read signals below on debug mode', suggesting the debug_mode_i flag enables sensitive seed readback, but no explicit conditional blocking of the readback path is demonstrated in the available code.
---
The rng_wrapper passes acct_ctrl_i (access control) to rng_top but the cs_state_o (internal LFSR/RNG control state) is exposed as an output without any access-control or privilege gating, allowing unprivileged software to read internal RNG state. Additionally, rng_top exposes seed segments (seed128_o, seed64_o, seed32_o, seed16_o) and random segment outputs (rand_seg128_o, rand_seg64_o, rand_seg32_o, rand_seg16_o) as observable outputs labeled 'for debug mode', which are wired out of rng_top without privilege checks."
claude_sonnet_4-6,ours_chain_context,h21_fuse_rng_rsa_expansion_scope,1,H21-069,TP,ours_chain_context:claude_sonnet_4-6:h21_fuse_rng_rsa_expansion_scope:rep_1:F-030,0,0,"The rng_wrapper module exposes sensitive RNG internal state (seeds, polynomial taps, random segments, CS state) as output ports explicitly labeled 'for debug mode', and the rng_top instantiation reset line is driven by `rst_ni && ~rst_10`, where rst_10 is an externally controllable reset signal that can reset the LFSR state independently of the system reset, potentially allowing an attacker to force known LFSR state. Additionally, the reglk_ctrl lock signal is passed to rng_wrapper but source evidence does not show the lock bits actually gating write access to the seed/poly registers inside rng_wrapper, leaving the question of whether the register lock is enforced on sensitive RNG configuration registers."
claude_sonnet_4-6,ours_chain_context,h21_fuse_rng_rsa_expansion_scope,1,H21-095,Duplicate,ours_chain_context:claude_sonnet_4-6:h21_fuse_rng_rsa_expansion_scope:rep_1:F-071,1,0,"The rsa_wrapper module receives a separate per-peripheral reset signal rst_13 that can independently reset the RSA peripheral's internal state. This reset path is driven from a rst_wrapper peripheral (not the main rst_ni), and the rsa_wrapper uses it without any lock/auth check. Combined with missing reglk_ctrl guards on write paths and the reglk_ctrl/acct_ctrl being bypassed during reset, an attacker who can trigger rst_13 can clear RSA internal state (primes, keys, intermediate computation results) outside normal access-control lifecycle."
claude_sonnet_4-6,ours_chain_context,h21_fuse_rng_rsa_expansion_scope,1,H21-095,TP,ours_chain_context:claude_sonnet_4-6:h21_fuse_rng_rsa_expansion_scope:rep_1:F-063,0,0,"mod_exp_reset is hardwired to 1'b0, permanently disabling the reset capability of the modular exponentiation unit in the RSA core."
claude_sonnet_4-6,ours_chain_context,h21_jtag_auth_expansion_scope,1,,FP,ours_chain_context:claude_sonnet_4-6:h21_jtag_auth_expansion_scope:rep_1:F-001,0,19,"dmi_resp_ready is hardwired to 1'b1, unconditionally accepting all DMI responses without any authentication, privilege, or state-based guard.
---
The HMAC key_hash_bypass_i input is hardwired to 1, bypassing the key hash verification step in the JTAG unlock authentication mechanism, weakening the HMAC-based password check that gates jtag_unlock_o.
---
testmode_i signal is passed directly into dmi_jtag without any guard, enabling scan/test mode to potentially bypass JTAG authentication and debug access controls
---
The HMAC-based JTAG password check is permanently bypassed because key_hash_bypass_i is hardwired to 1, causing the HMAC to skip inner/outer key hashing and use attacker-supplied ikey_hash_i/okey_hash_i as the compression state directly, undermining the authentication gate.
---
The key_hash_bypass_i input to the hmac module is hardwired to 1'h1 at the instantiation site in dmi_jtag.sv, permanently bypassing the SHA256 initialization step (sha_init) and instead using a pre-computed hash block (sha_h_block_update path). This bypass is unconditional and cannot be disabled, undermining the integrity of the HMAC-based JTAG authentication mechanism."
claude_sonnet_4-6,ours_chain_context,h21_jtag_auth_expansion_scope,1,H21-001,Duplicate,ours_chain_context:claude_sonnet_4-6:h21_jtag_auth_expansion_scope:rep_1:F-009,7,0,"The JTAG DMI authentication mechanism contains multiple critical vulnerabilities: (1) a hardcoded HMAC key embedded in RTL, (2) the key_hash_bypass_i signal is hardwired to 1'b1 bypassing key hash verification, (3) read operations bypass the pass_check authentication gate entirely when we_flag is deasserted, and (4) the pass_check signal is a purely combinational pulse with no persistent state.
---
The JTAG authentication HMAC is instantiated with a hardcoded key and key_hash_bypass_i permanently set to 1, meaning the HMAC key is fixed in RTL and the key-hash bypass is always enabled. Additionally, the pass_check signal (which directly asserts jtag_unlock_o) is a combinational output of the state machine that is not latched, and the exp_hash reference value is derived solely from the jtag_hash_i input pin with no integrity protection.
---
The JTAG authentication mechanism in dmi_jtag has multiple security vulnerabilities: (1) the HMAC key is hardcoded as a constant in RTL, (2) the key_hash_bypass_i signal is permanently tied to 1, bypassing the key hash mechanism, (3) read access is allowed without authentication when we_flag is 0 (pass_check | ~we_flag == 1), and (4) pass_check is a combinational signal that resets to 0 every clock cycle rather than being latched, making the authentication state non-persistent.
---
The HMAC key_hash_bypass_i input is hardwired to 1, permanently bypassing the HMAC key initialization and allowing JTAG authentication to be bypassed. Additionally, the JTAG unlock signal is directly driven by a combinational pass_check signal with no persistent locking, and the hardcoded HMAC key is embedded in plaintext in RTL.
---
The HMAC-based JTAG authentication mechanism has key_hash_bypass_i hardwired to 1, unconditionally bypassing the key hashing step in the HMAC computation, and the pass_check signal (jtag_unlock_o) is a combinational pulse with no persistent authenticated state, allowing the authentication result to be trivially manipulated."
claude_sonnet_4-6,ours_chain_context,h21_jtag_auth_expansion_scope,1,H21-001,TP,ours_chain_context:claude_sonnet_4-6:h21_jtag_auth_expansion_scope:rep_1:F-003,0,0,"The JTAG DMI read access guard (pass_check) can be bypassed when the we_flag is deasserted: the condition `(pass_check | ~we_flag == 1)` allows reads without authentication whenever we_flag is 0. Additionally, pass_check is a purely combinational signal that resets to 0 every clock cycle, so its asserted value in the PassChkValid state does not persist to guard subsequent operations in the same combinational block."
claude_sonnet_4-6,ours_chain_context,h21_jtag_auth_expansion_scope,1,H21-003,TP,ours_chain_context:claude_sonnet_4-6:h21_jtag_auth_expansion_scope:rep_1:F-029,0,0,"The HMAC authentication in dmi_jtag is instantiated with key_hash_bypass_i hardwired to 1'b1, unconditionally bypassing the HMAC key initialization (sha_init) and instead using the externally-supplied pre-computed key hashes (ikey_hash_i, okey_hash_i) directly as the SHA-256 H-block state. This means the internal secret key embedded in the design is never used in the hash computation for the JTAG unlock check."
claude_sonnet_4-6,ours_chain_context,h21_jtag_auth_expansion_scope,1,H21-007,Duplicate,ours_chain_context:claude_sonnet_4-6:h21_jtag_auth_expansion_scope:rep_1:F-012,1,0,"The HMAC authentication bypass input `key_hash_bypass_i` is hardwired to 1 in the dmi_jtag instantiation, causing the HMAC to skip SHA initialization and use pre-computed key hashes directly. This effectively bypasses the HMAC key computation step, weakening the authentication scheme protecting JTAG debug access."
claude_sonnet_4-6,ours_chain_context,h21_jtag_auth_expansion_scope,1,H21-007,TP,ours_chain_context:claude_sonnet_4-6:h21_jtag_auth_expansion_scope:rep_1:F-008,0,0,"The HMAC module is instantiated in dmi_jtag with key_hash_bypass_i hardwired to 1, permanently bypassing the key hash initialization path and undermining the cryptographic authentication intended to protect JTAG debug access."
claude_sonnet_4-6,ours_chain_context,h21_jtag_auth_expansion_scope,1,H21-030,Duplicate,ours_chain_context:claude_sonnet_4-6:h21_jtag_auth_expansion_scope:rep_1:F-004,15,0,"HMAC key_hash_bypass_i is hardcoded to 1, bypassing the expected key derivation path for the JTAG password authentication mechanism. Additionally, a hardcoded HMAC key is embedded in the RTL, and a DTM_PASS operation can transition directly to a Write state without prior authentication, allowing password data to be written before hash validation completes.
---
The HMAC key used for JTAG authentication is hardcoded as a constant literal in the RTL, and the key_hash_bypass_i input is permanently tied to 1, defeating the key hashing mechanism. This makes the authentication secret trivially recoverable from the RTL source, undermining the entire JTAG access control scheme.
---
The HMAC key is hardcoded as a constant literal in the RTL instantiation of the hmac module, and the key_hash_bypass_i signal is permanently asserted to 1. This undermines the entire JTAG authentication mechanism that gates jtag_unlock_o.
---
The HMAC key used for JTAG authentication is hardcoded as a constant literal in the RTL source, and the key_hash_bypass_i signal is hardcoded to 1, undermining the password-check security mechanism protecting debug access.
---
The HMAC key used in the JTAG password-check authentication is hardcoded as a literal constant directly in the RTL source code, completely defeating the purpose of the cryptographic authentication mechanism."
claude_sonnet_4-6,ours_chain_context,h21_jtag_auth_expansion_scope,1,H21-030,TP,ours_chain_context:claude_sonnet_4-6:h21_jtag_auth_expansion_scope:rep_1:F-002,0,0,"The HMAC key used for JTAG authentication is hardcoded as a constant literal in RTL, and the key_hash_bypass_i input is permanently tied to logic 1, undermining the entire password-check security mechanism that gates debug module access."
