run_id,input_scope,benchmark_id,case_id,case_visibility,case_result,matched_finding_ids,miss_reason,scorer_notes
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_access_lock_scope__rep_3,h21_access_lock_scope,hackatdac21,H21-042,visible,TP,F3,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_access_lock_scope__rep_3,h21_access_lock_scope,hackatdac21,H21-043,visible,FN,,No matched finding for H21-043.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_access_lock_scope__rep_3,h21_access_lock_scope,hackatdac21,H21-048,visible,TP,F4,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_access_lock_scope__rep_3,h21_access_lock_scope,hackatdac21,H21-049,visible,FN,,No matched finding for H21-049.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_access_lock_scope__rep_3,h21_access_lock_scope,hackatdac21,H21-099,visible,FN,,No matched finding for H21-099.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_crypto_security_scope__rep_1,h21_crypto_security_scope,hackatdac21,H21-013,visible,FN,,No matched finding for H21-013.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_crypto_security_scope__rep_1,h21_crypto_security_scope,hackatdac21,H21-036,visible,FN,,No matched finding for H21-036.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_crypto_security_scope__rep_1,h21_crypto_security_scope,hackatdac21,H21-039,visible,FN,,No matched finding for H21-039.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_crypto_security_scope__rep_1,h21_crypto_security_scope,hackatdac21,H21-047,visible,TP,F-001,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_crypto_security_scope__rep_1,h21_crypto_security_scope,hackatdac21,H21-060,visible,FN,,No matched finding for H21-060.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_crypto_security_scope__rep_1,h21_crypto_security_scope,hackatdac21,H21-073,visible,FN,,No matched finding for H21-073.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_crypto_security_scope__rep_1,h21_crypto_security_scope,hackatdac21,H21-074,visible,FN,,No matched finding for H21-074.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_crypto_security_scope__rep_1,h21_crypto_security_scope,hackatdac21,H21-075,visible,FN,,No matched finding for H21-075.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_crypto_security_scope__rep_1,h21_crypto_security_scope,hackatdac21,H21-079,visible,FN,,No matched finding for H21-079.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_crypto_security_scope__rep_1,h21_crypto_security_scope,hackatdac21,H21-080,visible,FN,,No matched finding for H21-080.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_crypto_security_scope__rep_1,h21_crypto_security_scope,hackatdac21,H21-097,visible,FN,,No matched finding for H21-097.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_crypto_security_scope__rep_1,h21_crypto_security_scope,hackatdac21,H21-098,visible,TP,F-001,,Same finding explicitly identifies AES1 core_key1 not zeroed in debug.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_crypto_security_scope__rep_2,h21_crypto_security_scope,hackatdac21,H21-013,visible,FN,,No matched finding for H21-013.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_crypto_security_scope__rep_2,h21_crypto_security_scope,hackatdac21,H21-036,visible,FN,,No matched finding for H21-036.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_crypto_security_scope__rep_2,h21_crypto_security_scope,hackatdac21,H21-039,visible,FN,,No matched finding for H21-039.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_crypto_security_scope__rep_2,h21_crypto_security_scope,hackatdac21,H21-047,visible,FN,,No matched finding for H21-047.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_crypto_security_scope__rep_2,h21_crypto_security_scope,hackatdac21,H21-060,visible,FN,,No matched finding for H21-060.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_crypto_security_scope__rep_2,h21_crypto_security_scope,hackatdac21,H21-073,visible,Partial,FIND-002,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_crypto_security_scope__rep_2,h21_crypto_security_scope,hackatdac21,H21-074,visible,FN,,No matched finding for H21-074.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_crypto_security_scope__rep_2,h21_crypto_security_scope,hackatdac21,H21-075,visible,FN,,No matched finding for H21-075.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_crypto_security_scope__rep_2,h21_crypto_security_scope,hackatdac21,H21-079,visible,FN,,No matched finding for H21-079.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_crypto_security_scope__rep_2,h21_crypto_security_scope,hackatdac21,H21-080,visible,FN,,No matched finding for H21-080.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_crypto_security_scope__rep_2,h21_crypto_security_scope,hackatdac21,H21-097,visible,FN,,No matched finding for H21-097.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_crypto_security_scope__rep_2,h21_crypto_security_scope,hackatdac21,H21-098,visible,FN,,No matched finding for H21-098.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_crypto_security_scope__rep_3,h21_crypto_security_scope,hackatdac21,H21-013,visible,FN,,No matched finding for H21-013.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_crypto_security_scope__rep_3,h21_crypto_security_scope,hackatdac21,H21-036,visible,FN,,No matched finding for H21-036.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_crypto_security_scope__rep_3,h21_crypto_security_scope,hackatdac21,H21-039,visible,FN,,No matched finding for H21-039.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_crypto_security_scope__rep_3,h21_crypto_security_scope,hackatdac21,H21-047,visible,TP,F001,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_crypto_security_scope__rep_3,h21_crypto_security_scope,hackatdac21,H21-060,visible,FN,,No matched finding for H21-060.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_crypto_security_scope__rep_3,h21_crypto_security_scope,hackatdac21,H21-073,visible,FN,,No matched finding for H21-073.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_crypto_security_scope__rep_3,h21_crypto_security_scope,hackatdac21,H21-074,visible,FN,,No matched finding for H21-074.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_crypto_security_scope__rep_3,h21_crypto_security_scope,hackatdac21,H21-075,visible,FN,,No matched finding for H21-075.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_crypto_security_scope__rep_3,h21_crypto_security_scope,hackatdac21,H21-079,visible,FN,,No matched finding for H21-079.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_crypto_security_scope__rep_3,h21_crypto_security_scope,hackatdac21,H21-080,visible,FN,,No matched finding for H21-080.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_crypto_security_scope__rep_3,h21_crypto_security_scope,hackatdac21,H21-097,visible,FN,,No matched finding for H21-097.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_crypto_security_scope__rep_3,h21_crypto_security_scope,hackatdac21,H21-098,visible,TP,F001,,Same finding explicitly identifies AES1 core_key1 not zeroed in debug.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_crypto_security_scope__rep_1,h21_crypto_security_scope,hackatdac21,H21-013,visible,FN,,No matched finding for H21-013.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_crypto_security_scope__rep_1,h21_crypto_security_scope,hackatdac21,H21-036,visible,FN,,No matched finding for H21-036.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_crypto_security_scope__rep_1,h21_crypto_security_scope,hackatdac21,H21-039,visible,FN,,No matched finding for H21-039.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_crypto_security_scope__rep_1,h21_crypto_security_scope,hackatdac21,H21-047,visible,FN,,No matched finding for H21-047.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_crypto_security_scope__rep_1,h21_crypto_security_scope,hackatdac21,H21-060,visible,FN,,No matched finding for H21-060.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_crypto_security_scope__rep_1,h21_crypto_security_scope,hackatdac21,H21-073,visible,TP,FINDING-001,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_crypto_security_scope__rep_1,h21_crypto_security_scope,hackatdac21,H21-074,visible,Partial,FINDING-001,,"Default-allow crypto access-control finding also covers HMAC access, but does not separately detail HMAC GT path."
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_crypto_security_scope__rep_1,h21_crypto_security_scope,hackatdac21,H21-075,visible,FN,,No matched finding for H21-075.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_crypto_security_scope__rep_1,h21_crypto_security_scope,hackatdac21,H21-079,visible,FN,,No matched finding for H21-079.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_crypto_security_scope__rep_1,h21_crypto_security_scope,hackatdac21,H21-080,visible,FN,,No matched finding for H21-080.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_crypto_security_scope__rep_1,h21_crypto_security_scope,hackatdac21,H21-097,visible,FN,,No matched finding for H21-097.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_crypto_security_scope__rep_1,h21_crypto_security_scope,hackatdac21,H21-098,visible,FN,,No matched finding for H21-098.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_crypto_security_scope__rep_2,h21_crypto_security_scope,hackatdac21,H21-013,visible,FN,,No matched finding for H21-013.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_crypto_security_scope__rep_2,h21_crypto_security_scope,hackatdac21,H21-036,visible,FN,,No matched finding for H21-036.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_crypto_security_scope__rep_2,h21_crypto_security_scope,hackatdac21,H21-039,visible,FN,,No matched finding for H21-039.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_crypto_security_scope__rep_2,h21_crypto_security_scope,hackatdac21,H21-047,visible,FN,,No matched finding for H21-047.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_crypto_security_scope__rep_2,h21_crypto_security_scope,hackatdac21,H21-060,visible,FN,,No matched finding for H21-060.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_crypto_security_scope__rep_2,h21_crypto_security_scope,hackatdac21,H21-073,visible,FN,,No matched finding for H21-073.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_crypto_security_scope__rep_2,h21_crypto_security_scope,hackatdac21,H21-074,visible,FN,,No matched finding for H21-074.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_crypto_security_scope__rep_2,h21_crypto_security_scope,hackatdac21,H21-075,visible,FN,,No matched finding for H21-075.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_crypto_security_scope__rep_2,h21_crypto_security_scope,hackatdac21,H21-079,visible,FN,,No matched finding for H21-079.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_crypto_security_scope__rep_2,h21_crypto_security_scope,hackatdac21,H21-080,visible,FN,,No matched finding for H21-080.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_crypto_security_scope__rep_2,h21_crypto_security_scope,hackatdac21,H21-097,visible,FN,,No matched finding for H21-097.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_crypto_security_scope__rep_2,h21_crypto_security_scope,hackatdac21,H21-098,visible,FN,,No matched finding for H21-098.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_crypto_security_scope__rep_3,h21_crypto_security_scope,hackatdac21,H21-013,visible,FN,,No matched finding for H21-013.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_crypto_security_scope__rep_3,h21_crypto_security_scope,hackatdac21,H21-036,visible,FN,,No matched finding for H21-036.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_crypto_security_scope__rep_3,h21_crypto_security_scope,hackatdac21,H21-039,visible,FN,,No matched finding for H21-039.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_crypto_security_scope__rep_3,h21_crypto_security_scope,hackatdac21,H21-047,visible,FN,,No matched finding for H21-047.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_crypto_security_scope__rep_3,h21_crypto_security_scope,hackatdac21,H21-060,visible,FN,,No matched finding for H21-060.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_crypto_security_scope__rep_3,h21_crypto_security_scope,hackatdac21,H21-073,visible,TP,FINDING-001,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_crypto_security_scope__rep_3,h21_crypto_security_scope,hackatdac21,H21-074,visible,Partial,FINDING-001,,"Default-allow crypto access-control finding also covers HMAC access, but does not separately detail HMAC GT path."
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_crypto_security_scope__rep_3,h21_crypto_security_scope,hackatdac21,H21-075,visible,FN,,No matched finding for H21-075.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_crypto_security_scope__rep_3,h21_crypto_security_scope,hackatdac21,H21-079,visible,FN,,No matched finding for H21-079.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_crypto_security_scope__rep_3,h21_crypto_security_scope,hackatdac21,H21-080,visible,FN,,No matched finding for H21-080.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_crypto_security_scope__rep_3,h21_crypto_security_scope,hackatdac21,H21-097,visible,FN,,No matched finding for H21-097.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_crypto_security_scope__rep_3,h21_crypto_security_scope,hackatdac21,H21-098,visible,FN,,No matched finding for H21-098.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_dma_pkt_scope__rep_1,h21_dma_pkt_scope,hackatdac21,H21-031,visible,TP,F-03,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_dma_pkt_scope__rep_1,h21_dma_pkt_scope,hackatdac21,H21-059,visible,FN,,No matched finding for H21-059.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_dma_pkt_scope__rep_1,h21_dma_pkt_scope,hackatdac21,H21-078,visible,FN,,No matched finding for H21-078.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_dma_pkt_scope__rep_2,h21_dma_pkt_scope,hackatdac21,H21-031,visible,TP,F-004,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_dma_pkt_scope__rep_2,h21_dma_pkt_scope,hackatdac21,H21-059,visible,FN,,No matched finding for H21-059.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_dma_pkt_scope__rep_2,h21_dma_pkt_scope,hackatdac21,H21-078,visible,FN,,No matched finding for H21-078.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_dma_pkt_scope__rep_3,h21_dma_pkt_scope,hackatdac21,H21-031,visible,TP,F-02,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_dma_pkt_scope__rep_3,h21_dma_pkt_scope,hackatdac21,H21-059,visible,FN,,No matched finding for H21-059.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__deepseek_v4_pro__h21_dma_pkt_scope__rep_3,h21_dma_pkt_scope,hackatdac21,H21-078,visible,TP,F-04,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_dma_pkt_scope__rep_1,h21_dma_pkt_scope,hackatdac21,H21-031,visible,Partial,FINDING-004,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_dma_pkt_scope__rep_1,h21_dma_pkt_scope,hackatdac21,H21-059,visible,TP,FINDING-001,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_dma_pkt_scope__rep_1,h21_dma_pkt_scope,hackatdac21,H21-078,visible,FN,,No matched finding for H21-078.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_dma_pkt_scope__rep_2,h21_dma_pkt_scope,hackatdac21,H21-031,visible,Partial,PERM-002,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_dma_pkt_scope__rep_2,h21_dma_pkt_scope,hackatdac21,H21-059,visible,FN,,No matched finding for H21-059.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_dma_pkt_scope__rep_2,h21_dma_pkt_scope,hackatdac21,H21-078,visible,FN,,No matched finding for H21-078.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_dma_pkt_scope__rep_3,h21_dma_pkt_scope,hackatdac21,H21-031,visible,Partial,FINDING-001,,Matched by finding-level score.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_dma_pkt_scope__rep_3,h21_dma_pkt_scope,hackatdac21,H21-059,visible,FN,,No matched finding for H21-059.,FN under current GT criteria.
baseline_hackatdac_deepseek_gpt_pilot_v1__gpt_5_5__h21_dma_pkt_scope__rep_3,h21_dma_pkt_scope,hackatdac21,H21-078,visible,FN,,No matched finding for H21-078.,FN under current GT criteria.
