failure_uid,model_family,method_name,input_scope,repetition,run_id,failure_object_type,related_finding_uid,related_case_id,detection_match,evidence_quality,summary,final_answer_path,tool_trace_path,candidate_reason
E00083,gpt_5_5,baseline,h19_debug_jtag_scope,2,baseline:gpt_5_5:h19_debug_jtag_scope:rep_2,FN_case,,H19-054,,,JTAG key is derived from hardcoded ROM2 constant,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_debug_jtag_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_debug_jtag_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00084,gpt_5_5,baseline,h19_debug_jtag_scope,2,baseline:gpt_5_5:h19_debug_jtag_scope:rep_2,FN_case,,H19-056,,,Debug control path can drive secondary SoC reset,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_debug_jtag_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_debug_jtag_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00085,gpt_5_5,baseline,h19_debug_jtag_scope,3,baseline:gpt_5_5:h19_debug_jtag_scope:rep_3,FN_case,,H19-005,,,Debug module reports authenticated without implemented authentication,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_debug_jtag_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_debug_jtag_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00086,gpt_5_5,baseline,h19_debug_jtag_scope,3,baseline:gpt_5_5:h19_debug_jtag_scope:rep_3,FN_case,,H19-047,,,JTAG DMI write path is not consistently password guarded,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_debug_jtag_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_debug_jtag_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00087,gpt_5_5,baseline,h19_debug_jtag_scope,3,baseline:gpt_5_5:h19_debug_jtag_scope:rep_3,FN_case,,H19-049,,,JTAG password path is only 32 bits wide,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_debug_jtag_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_debug_jtag_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00088,gpt_5_5,baseline,h19_debug_jtag_scope,3,baseline:gpt_5_5:h19_debug_jtag_scope:rep_3,FN_case,,H19-050,,,Debug SBA path can access ROM2/FUSE memory,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_debug_jtag_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_debug_jtag_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00089,gpt_5_5,baseline,h19_debug_jtag_scope,3,baseline:gpt_5_5:h19_debug_jtag_scope:rep_3,FN_case,,H19-051,,,JTAG password flag is not reset properly,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_debug_jtag_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_debug_jtag_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00090,gpt_5_5,baseline,h19_jtag_debug_expansion_scope,1,baseline:gpt_5_5:h19_jtag_debug_expansion_scope:rep_1,FN_case,,H19-052,,,"JTAG/DMI reset is split across trst_ni, rst_ni, and dmi_rst_no, leaving reset behavior dependent on multiple paths.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_jtag_debug_expansion_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_jtag_debug_expansion_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00091,gpt_5_5,baseline,h19_jtag_debug_expansion_scope,1,baseline:gpt_5_5:h19_jtag_debug_expansion_scope:rep_1,FN_case,,H19-053,,,"The debug module reset path is separated from the system reset path, while system reset is driven by ndmreset_n.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_jtag_debug_expansion_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_jtag_debug_expansion_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00092,gpt_5_5,baseline,h19_jtag_debug_expansion_scope,1,baseline:gpt_5_5:h19_jtag_debug_expansion_scope:rep_1,FN_case,,H19-055,,,"Password checking updates pass_chk but no retry counter, lockout, or temporary disable state is implemented in the JTAG authentication state machine.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_jtag_debug_expansion_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_jtag_debug_expansion_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00093,gpt_5_5,baseline,h19_jtag_debug_expansion_scope,2,baseline:gpt_5_5:h19_jtag_debug_expansion_scope:rep_2,FN_case,,H19-052,,,"JTAG/DMI reset is split across trst_ni, rst_ni, and dmi_rst_no, leaving reset behavior dependent on multiple paths.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_jtag_debug_expansion_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_jtag_debug_expansion_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00094,gpt_5_5,baseline,h19_jtag_debug_expansion_scope,2,baseline:gpt_5_5:h19_jtag_debug_expansion_scope:rep_2,FN_case,,H19-055,,,"Password checking updates pass_chk but no retry counter, lockout, or temporary disable state is implemented in the JTAG authentication state machine.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_jtag_debug_expansion_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_jtag_debug_expansion_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00095,gpt_5_5,baseline,h19_jtag_debug_expansion_scope,3,baseline:gpt_5_5:h19_jtag_debug_expansion_scope:rep_3,FN_case,,H19-052,,,"JTAG/DMI reset is split across trst_ni, rst_ni, and dmi_rst_no, leaving reset behavior dependent on multiple paths.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_jtag_debug_expansion_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_jtag_debug_expansion_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00096,gpt_5_5,baseline,h19_jtag_debug_expansion_scope,3,baseline:gpt_5_5:h19_jtag_debug_expansion_scope:rep_3,FN_case,,H19-053,,,"The debug module reset path is separated from the system reset path, while system reset is driven by ndmreset_n.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_jtag_debug_expansion_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_jtag_debug_expansion_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00097,gpt_5_5,baseline,h19_jtag_debug_expansion_scope,3,baseline:gpt_5_5:h19_jtag_debug_expansion_scope:rep_3,FN_case,,H19-055,,,"Password checking updates pass_chk but no retry counter, lockout, or temporary disable state is implemented in the JTAG authentication state machine.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_jtag_debug_expansion_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h19_jtag_debug_expansion_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00098,gpt_5_5,baseline,h21_access_lock_scope,1,baseline:gpt_5_5:h21_access_lock_scope:rep_1,FN_case,,H21-042,,,reset 默认 access-control 值开放所有访问,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_lock_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_lock_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00099,gpt_5_5,baseline,h21_access_lock_scope,1,baseline:gpt_5_5:h21_access_lock_scope:rep_1,FN_case,,H21-043,,,部分 access-control 寄存器未被 lock 保护,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_lock_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_lock_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00100,gpt_5_5,baseline,h21_access_lock_scope,1,baseline:gpt_5_5:h21_access_lock_scope:rep_1,FN_case,,H21-049,,,测试/配置 bit 可破坏 access-control 值,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_lock_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_lock_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00101,gpt_5_5,baseline,h21_access_lock_scope,1,baseline:gpt_5_5:h21_access_lock_scope:rep_1,FN_case,,H21-099,,,CLINT registers 缺少访问 mediation,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_lock_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_lock_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00102,gpt_5_5,baseline,h21_access_lock_scope,2,baseline:gpt_5_5:h21_access_lock_scope:rep_2,FN_case,,H21-005,,,访问 HMAC 时错误获得 PKT 访问能力,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_lock_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_lock_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00103,gpt_5_5,baseline,h21_access_lock_scope,2,baseline:gpt_5_5:h21_access_lock_scope:rep_2,FN_case,,H21-048,,,JTAG unlock 破坏 register lock 安全状态,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_lock_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_lock_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00104,gpt_5_5,baseline,h21_access_lock_scope,2,baseline:gpt_5_5:h21_access_lock_scope:rep_2,FN_case,,H21-049,,,测试/配置 bit 可破坏 access-control 值,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_lock_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_lock_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00105,gpt_5_5,baseline,h21_access_lock_scope,2,baseline:gpt_5_5:h21_access_lock_scope:rep_2,FN_case,,H21-099,,,CLINT registers 缺少访问 mediation,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_lock_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_lock_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00106,gpt_5_5,baseline,h21_access_lock_scope,3,baseline:gpt_5_5:h21_access_lock_scope:rep_3,FN_case,,H21-005,,,访问 HMAC 时错误获得 PKT 访问能力,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_lock_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_lock_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00107,gpt_5_5,baseline,h21_access_lock_scope,3,baseline:gpt_5_5:h21_access_lock_scope:rep_3,FN_case,,H21-043,,,部分 access-control 寄存器未被 lock 保护,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_lock_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_lock_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00108,gpt_5_5,baseline,h21_access_lock_scope,3,baseline:gpt_5_5:h21_access_lock_scope:rep_3,FN_case,,H21-049,,,测试/配置 bit 可破坏 access-control 值,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_lock_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_lock_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00109,gpt_5_5,baseline,h21_access_lock_scope,3,baseline:gpt_5_5:h21_access_lock_scope:rep_3,FN_case,,H21-099,,,CLINT registers 缺少访问 mediation,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_lock_scope\rep_3\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_lock_scope\rep_3\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00110,gpt_5_5,baseline,h21_access_reglock_reset_expansion_scope,1,baseline:gpt_5_5:h21_access_reglock_reset_expansion_scope:rep_1,FN_case,,H21-009,,,PLIC NOC/AXI-lite path drives PLIC register requests without the same acc_ctrl_c gating used by protected wrappers.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00111,gpt_5_5,baseline,h21_access_reglock_reset_expansion_scope,1,baseline:gpt_5_5:h21_access_reglock_reset_expansion_scope:rep_1,FN_case,,H21-012,,,UART peripheral access is integrated as an AXI/APB path rather than an acct_ctrl_i-mediated wrapper in the visible subsystem.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00112,gpt_5_5,baseline,h21_access_reglock_reset_expansion_scope,1,baseline:gpt_5_5:h21_access_reglock_reset_expansion_scope:rep_1,FN_case,,H21-032,,,"PLIC access path does not receive or enforce reglk_ctrl_i, unlike protected wrappers that take register-lock inputs.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00113,gpt_5_5,baseline,h21_access_reglock_reset_expansion_scope,1,baseline:gpt_5_5:h21_access_reglock_reset_expansion_scope:rep_1,FN_case,,H21-033,,,BootROM request path is gated by access-control but has no visible reglk_ctrl_i lock mediation on the ROM path.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00114,gpt_5_5,baseline,h21_access_reglock_reset_expansion_scope,1,baseline:gpt_5_5:h21_access_reglock_reset_expansion_scope:rep_1,FN_case,,H21-034,,,UART path lacks visible register-lock mediation while reglk_ctrl is used for other wrappers.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00115,gpt_5_5,baseline,h21_access_reglock_reset_expansion_scope,1,baseline:gpt_5_5:h21_access_reglock_reset_expansion_scope:rep_1,FN_case,,H21-072,,,"Reset controller can assert rst_9 for REGLK, while reglk_wrapper clears register-lock memory on rst_9.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00116,gpt_5_5,baseline,h21_access_reglock_reset_expansion_scope,1,baseline:gpt_5_5:h21_access_reglock_reset_expansion_scope:rep_1,FN_case,,H21-076,,,Register-lock memory is itself writable through the reglk_wrapper map with partial/self-referential guards.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00117,gpt_5_5,baseline,h21_access_reglock_reset_expansion_scope,1,baseline:gpt_5_5:h21_access_reglock_reset_expansion_scope:rep_1,FN_case,,H21-077,,,"Access-control registers are guarded by selected reglk_ctrl bits, leaving coverage dependent on the lock mapping and reset defaults.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_1\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_1\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00118,gpt_5_5,baseline,h21_access_reglock_reset_expansion_scope,2,baseline:gpt_5_5:h21_access_reglock_reset_expansion_scope:rep_2,FN_case,,H21-009,,,PLIC NOC/AXI-lite path drives PLIC register requests without the same acc_ctrl_c gating used by protected wrappers.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00119,gpt_5_5,baseline,h21_access_reglock_reset_expansion_scope,2,baseline:gpt_5_5:h21_access_reglock_reset_expansion_scope:rep_2,FN_case,,H21-012,,,UART peripheral access is integrated as an AXI/APB path rather than an acct_ctrl_i-mediated wrapper in the visible subsystem.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00120,gpt_5_5,baseline,h21_access_reglock_reset_expansion_scope,2,baseline:gpt_5_5:h21_access_reglock_reset_expansion_scope:rep_2,FN_case,,H21-032,,,"PLIC access path does not receive or enforce reglk_ctrl_i, unlike protected wrappers that take register-lock inputs.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00121,gpt_5_5,baseline,h21_access_reglock_reset_expansion_scope,2,baseline:gpt_5_5:h21_access_reglock_reset_expansion_scope:rep_2,FN_case,,H21-033,,,BootROM request path is gated by access-control but has no visible reglk_ctrl_i lock mediation on the ROM path.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00122,gpt_5_5,baseline,h21_access_reglock_reset_expansion_scope,2,baseline:gpt_5_5:h21_access_reglock_reset_expansion_scope:rep_2,FN_case,,H21-072,,,"Reset controller can assert rst_9 for REGLK, while reglk_wrapper clears register-lock memory on rst_9.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00123,gpt_5_5,baseline,h21_access_reglock_reset_expansion_scope,2,baseline:gpt_5_5:h21_access_reglock_reset_expansion_scope:rep_2,FN_case,,H21-076,,,Register-lock memory is itself writable through the reglk_wrapper map with partial/self-referential guards.,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run
E00124,gpt_5_5,baseline,h21_access_reglock_reset_expansion_scope,2,baseline:gpt_5_5:h21_access_reglock_reset_expansion_scope:rep_2,FN_case,,H21-077,,,"Access-control registers are guarded by selected reglk_ctrl bits, leaving coverage dependent on the lock mapping and reset defaults.",C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_2\final_answer.json,C:\Users\anwen\Desktop\vulnerability_detection\src\runs\baseline\baseline_hackatdac_deepseek_gpt_pilot_v1\models\gpt_5_5\h21_access_reglock_reset_expansion_scope\rep_2\tool_trace.jsonl,GT case not hit by any TP finding in this run
